,influencer_name,follower_name
6829,The Who,QueensrÃ¿che
6830,Aerosmith,QueensrÃ¿che
6831,Atomic Rooster,QueensrÃ¿che
6832,Yes,QueensrÃ¿che
6833,Journey,QueensrÃ¿che
6834,Iggy Pop,R.E.M.
6835,Iron Maiden,QueensrÃ¿che
6836,Def Leppard,QueensrÃ¿che
6837,XTC,Jellyfish
6838,The Zombies,Jellyfish
6839,Supertramp,Jellyfish
6840,The Beach Boys,Jellyfish
6841,Big Star,Jellyfish
6842,Badfinger,Jellyfish
6843,Cheap Trick,Jellyfish
6844,Freddie Mercury,Jellyfish
6845,Electric Light Orchestra,Jellyfish
6846,New York Dolls,The Replacements
6847,Keith Richards,The Replacements
6848,Jeff Lynne,Jellyfish
6849,The Rubinoos,Jellyfish
6850,Love,Jellyfish
6851,The Move,Jellyfish
6852,The dB's,Jellyfish
6853,They Might Be Giants,Jellyfish
6854,10cc,Jellyfish
6855,Bryan Ferry,Jellyfish
6856,Split Enz,Jellyfish
6857,The Beatles,Jellyfish
6858,The Beatles,Lulu
6859,Wanda Jackson,Lulu
6860,Suicidal Tendencies,NOFX
6861,Sham 69,Minor Threat
6862,The Damned,Minor Threat
6863,Todd Rundgren,Jellyfish
6864,Aztec Camera,Jellyfish
6865,The Cowsills,Jellyfish
6866,Squeeze,Jellyfish
6867,Emitt Rhodes,Jellyfish
6868,Utopia,Jellyfish
6869,Led Zeppelin,QueensrÃ¿che
6870,Marshall Crenshaw,Jellyfish
6871,Queen,Jellyfish
6872,BjÃ¶rk,Jem
6873,Crass,Minor Threat
6874,Beth Orton,Jem
6875,Pretenders,The Replacements
6876,Portishead,Jem
6877,Everything But the Girl,Jem
6878,Paul Carrack,Matt Redman
6879,Aerosmith,The Replacements
6880,The Beatles,The Replacements
6881,Bee Gees,Lulu
6882,Ry Cooder,Little Feat
6883,The Godz,The Residents
6884,Minor Threat,NOFX
6885,Ramones,NOFX
6886,The Weirdos,NOFX
6887,Murphy's Law,NOFX
6888,The Stooges,Minor Threat
6889,The Weirdos,Minor Threat
6890,Ramones,Minor Threat
6891,Sex Pistols,Minor Threat
6892,Jimi Hendrix,Minor Threat
6893,U.K. Subs,Minor Threat
6894,7 Seconds,NOFX
6895,Kiss,The Replacements
6896,The Clash,NOFX
6897,The Jam,Arctic Monkeys
6898,Bad Religion,NOFX
6899,The Libertines,Arctic Monkeys
6900,The Clash,Arctic Monkeys
6901,Big Star,The Replacements
6902,Television Personalities,Arctic Monkeys
6903,Wire,Minor Threat
6904,Ted Nugent,Minor Threat
6905,The Adverts,Minor Threat
6906,Descendents,NOFX
6907,MotÃ¶rhead,Venom
6908,AC/DC,Venom
6909,King Diamond,Venom
6910,Black Sabbath,Venom
6911,Big Star,R.E.M.
6912,The Beach Boys,R.E.M.
6913,Stephen Stills,R.E.M.
6914,Television,R.E.M.
6915,The Black Crowes,Marvelous 3
6916,Faces,The Replacements
6917,The Knack,Marvelous 3
6918,Ramones,Marvelous 3
6919,Bo Diddley,Marvin Gaye
6920,T. Rex,R.E.M.
6921,Oasis,Arctic Monkeys
6922,Ned's Atomic Dustbin,Arctic Monkeys
6923,John Cooper Clarke,Arctic Monkeys
6924,Black Flag,NOFX
6925,Black Sabbath,Minor Threat
6926,Circle Jerks,NOFX
6927,Cheap Trick,Marvelous 3
6928,Frank Zappa,Little Feat
6929,Bob Dylan,The Replacements
6930,Tom Waits,Charlie Parr
6931,The Beatles,Small Faces
6932,The Beatles,R.E.M.
6933,Patti Smith,R.E.M.
6934,Wire,R.E.M.
6935,Atlanta Rhythm Section,Sea Level
6936,The Allman Brothers Band,Sea Level
6937,The Byrds,R.E.M.
6938,The Allman Brothers Band,Little Feat
6939,Jefferson Airplane,R.E.M.
6940,The Velvet Underground,R.E.M.
6941,The West Coast Pop Art Experimental Band,Little Feat
6942,Buffalo Springfield,R.E.M.
6943,Elton John,Justin Timberlake
6944,The Fugs,The Residents
6945,Fairport Convention,Mary Black
6946,Joni Mitchell,Mary Black
6947,The Band,Little Feat
6948,Bob Dylan,Little Feat
6949,Chuck Berry,Little Feat
6950,Deftones,VAST
6951,Iron Maiden,Venom
6952,Nine Inch Nails,VAST
6953,Depeche Mode,VAST
6954,Bo Diddley,Quicksilver Messenger Service
6955,Bob Dylan,Quicksilver Messenger Service
6956,Chuck Berry,Quicksilver Messenger Service
6957,Link Wray,Quicksilver Messenger Service
6958,Pink Floyd,Quicksilver Messenger Service
6959,The Beatles,Quicksilver Messenger Service
6960,Dick Dale,Quicksilver Messenger Service
6961,Grateful Dead,Quicksilver Messenger Service
6962,Social Distortion,NOFX
6963,The Clash,The Replacements
6964,Deep Purple,Venom
6965,Love,The Shins
6966,Warren Zevon,R.E.M.
6967,The Beatles,Little Feat
6968,Derek & the Dominos,Little Feat
6969,The Rolling Stones,Little Feat
6970,Roger McGuinn,R.E.M.
6971,Canned Heat,Little Feat
6972,Grateful Dead,Little Feat
6973,Captain Beefheart,Little Feat
6974,Cream,Venom
6975,Tom Petty,The Replacements
6976,The Rolling Stones,Peter Frampton
6977,The Smiths,Jens Lekman
6978,The Rolling Stones,The Replacements
6979,Kiss,Jerry Cantrell
6980,Slayer,Jerry Cantrell
6981,Gram Parsons,R.E.M.
6982,Teenage Fanclub,Radiohead
6983,George Michael,Justin Timberlake
6984,T. Rex,Rick Nielsen
6985,Kid Rock,Puddle of Mudd
6986,Limp Bizkit,Puddle of Mudd
6987,Jerry Cantrell,Puddle of Mudd
6988,Nirvana,Puddle of Mudd
6989,Candlebox,Puddle of Mudd
6990,Stone Temple Pilots,Puddle of Mudd
6991,Bush,Puddle of Mudd
6992,Creed,Puddle of Mudd
6993,Chuck Berry,Rick Nielsen
6994,New Order,Pulp
6995,Led Zeppelin,Rick Nielsen
6996,Jeff Beck,Rick Nielsen
6997,Brian Eno,The Six Parts Seven
6998,Fall Out Boy,Panic! At the Disco
6999,Green Day,Panic! At the Disco
7000,The Cure,Panic! At the Disco
7001,Thursday,Panic! At the Disco
7002,Morrissey,Panic! At the Disco
7003,The Killers,Panic! At the Disco
7004,blink-182,Panic! At the Disco
7005,Jimmy Eat World,Panic! At the Disco
7006,Queen,Panic! At the Disco
7007,Patti Smith,Jello Biafra
7008,Soundgarden,Jerry Cantrell
7009,Bad Religion,Matchbook Romance
7010,The Move,Rick Nielsen
7011,Alice Cooper,Jerry Cantrell
7012,Black Sabbath,Jerry Cantrell
7013,Ace Frehley,Jerry Cantrell
7014,Metallica,Jerry Cantrell
7015,Screaming Trees,Jerry Cantrell
7016,Backstreet Boys,Jennifer Lopez
7017,Van Halen,Jerry Cantrell
7018,Led Zeppelin,Jerry Cantrell
7019,The Doors,Jerry Cantrell
7020,Counting Crows,Panic! At the Disco
7021,Danzig,Jerry Cantrell
7022,AFI,Panic! At the Disco
7023,The Who,Rick Nielsen
7024,The Rolling Stones,Rick Nielsen
7025,Roy Orbison,The Righteous Brothers
7026,Pixies,The Shins
7027,Blues Traveler,"Jump, Little Children"
7028,Depeche Mode,She Wants Revenge
7029,Bauhaus,She Wants Revenge
7030,Tears for Fears,Pulp
7031,Paul Weller,Pulp
7032,The Associates,Pulp
7033,The Fall,Pulp
7034,Chrome,Ministry
7035,Elvis Costello,Pulp
7036,The Jam,Pulp
7037,Elvis Presley,The Righteous Brothers
7038,Joy Division,Ministry
7039,Public Image Ltd.,Ministry
7040,Ian Dury,Pulp
7041,Echo & the Bunnymen,Pulp
7042,Suicide,Ministry
7043,Scott Walker,Pulp
7044,Donovan,The Shins
7045,Soundgarden,Puddle of Mudd
7046,Green Day,New Found Glory
7047,Less Than Jake,New Found Glory
7048,Bob Dylan,Van Morrison
7049,Billy Fury,Van Morrison
7050,Alice in Chains,Puddle of Mudd
7051,Georgie Fame,Matt Bianco
7052,The Clash,New Found Glory
7053,Everclear,New Found Glory
7054,The Muffs,New Found Glory
7055,Jawbreaker,New Found Glory
7056,Lagwagon,New Found Glory
7057,The Beatles,Rick Nielsen
7058,blink-182,New Found Glory
7059,Mission of Burma,New Found Glory
7060,Rancid,New Found Glory
7061,Bad Brains,Ozomatli
7062,Little Richard,Roky Erickson
7063,The Rolling Stones,Roky Erickson
7064,Guns N' Roses,Junkyard
7065,Squeeze,The Shins
7066,Pennywise,New Found Glory
7067,Weezer,New Found Glory
7068,Strung Out,New Found Glory
7069,Sunny Day Real Estate,Panic! At the Disco
7070,The Strokes,Panic! At the Disco
7071,Foo Fighters,Panic! At the Disco
7072,Elliott Smith,Jens Lekman
7073,Jane Birkin,Jens Lekman
7074,The Who,Peter Frampton
7075,The Yardbirds,Peter Frampton
7076,Jonathan Richman,Jens Lekman
7077,Jimi Hendrix,Peter Frampton
7078,Lindsey Buckingham,Jens Lekman
7079,The Mountain Goats,Jens Lekman
7080,Jeff Beck,Peter Frampton
7081,The Proclaimers,Jens Lekman
7082,Art Garfunkel,Jens Lekman
7083,Harry Nilsson,Jens Lekman
7084,The Vaselines,Jens Lekman
7085,Young Marble Giants,Jens Lekman
7086,Paul McCartney,Jellyfish
7087,John Mellencamp,Jason Aldean
7088,Third Eye Blind,Panic! At the Disco
7089,Johnny Thunders & the Heartbreakers,The Replacements
7090,Johnny Thunders,The Replacements
7091,The Animals,Peter Frampton
7092,The Beatles,Peter Frampton
7093,Humble Pie,Peter Frampton
7094,Morrissey,Jens Lekman
7095,Eric Clapton,Peter Frampton
7096,Ringo Starr,Peter Criss
7097,Cliff Richard,Peter Frampton
7098,Cream,Peter Frampton
7099,Faces,Peter Frampton
7100,Ten Years After,Peter Frampton
7101,Noel Redding,Peter Criss
7102,HÃ¼sker DÃ¼,The Replacements
7103,Ginger Baker,Peter Criss
7104,Rod Stewart,The Replacements
7105,Bob Dylan,Company
7106,Richard & Linda Thompson,Company
7107,Nirvana,Company
7108,Grateful Dead,Company
7109,Van Halen,Racer X
7110,Green Day,Tsunami Bomb
7111,Rush,Racer X
7112,Alice Cooper,Peter Criss
7113,The Left Banke,Jens Lekman
7114,Peter Green,Peter Frampton
7115,Fairport Convention,Company
7116,The Velvet Underground,Ned's Atomic Dustbin
7117,Siouxsie and the Banshees,Ned's Atomic Dustbin
7118,Happy Mondays,Ned's Atomic Dustbin
7119,Adolescents,NOFX
7120,Stiff Little Fingers,NOFX
7121,X,NOFX
7122,Bread,Jennifer Love Hewitt
7123,Spice Girls,Jennifer Lopez
7124,Paula Abdul,Jennifer Lopez
7125,Irene Cara,Jennifer Lopez
7126,Led Zeppelin,The Replacements
7127,D.O.A.,The Replacements
7128,The Vandals,NOFX
7129,The Only Ones,The Replacements
7130,The Smiths,Panic! At the Disco
7131,The Fugs,Jello Biafra
7132,Ramones,Jello Biafra
7133,Nick Lowe,The Replacements
7134,Sex Pistols,Jello Biafra
7135,MC5,Jello Biafra
7136,Crass,Jello Biafra
7137,Ramones,The Replacements
7138,Saint Etienne,Jem
7139,Pennywise,Matchbook Romance
7140,Sex Pistols,Venom
7141,Misfits,NOFX
7142,The Damned,The Replacements
7143,New Kids on the Block,Jennifer Lopez
7144,Public Image Ltd.,Ned's Atomic Dustbin
7145,Joy Division,Ned's Atomic Dustbin
7146,The Housemartins,Ned's Atomic Dustbin
7147,Television,Ned's Atomic Dustbin
7148,Quicksand,Matchbook Romance
7149,Fugazi,Matchbook Romance
7150,The Get Up Kids,Matchbook Romance
7151,NOFX,Matchbook Romance
7152,D.R.I.,NOFX
7153,Rites of Spring,Matchbook Romance
7154,Sex Pistols,The Replacements
7155,John Lennon,The Replacements
7156,Samantha Fox,Jennifer Lopez
7157,Gloria Estefan,Jennifer Lopez
7158,Madonna,Jennifer Lopez
7159,Black Flag,Minor Threat
7160,Black Flag,The Replacements
7161,Bad Brains,Minor Threat
7162,The Exploited,NOFX
7163,The Radiators,The Replacements
7164,Mercyful Fate,Venom
7165,Judas Priest,Venom
7166,Grateful Dead,Petra
7167,Sex Pistols,Joy Division
7168,Van der Graaf Generator,Joy Division
7169,The Doors,Joy Division
7170,Janis Joplin,Melissa Etheridge
7171,Pat Benatar,Melissa Etheridge
7172,Joan Armatrading,Melissa Etheridge
7173,"Crosby, Stills & Nash",Melissa Etheridge
7174,Bonnie Tyler,Melissa Etheridge
7175,Wire,The Psychedelic Furs
7176,Bonnie Raitt,Melissa Etheridge
7177,Talking Heads,Joy Division
7178,Billy Squier,Melissa Etheridge
7179,Bob Dylan,Melissa Etheridge
7180,Simon & Garfunkel,Melissa Etheridge
7181,Carole King,Nikki Jean
7182,Tracy Chapman,The Weepies
7183,The Beatles,The Psychedelic Furs
7184,MC5,Joy Division
7185,Lou Reed,Joy Division
7186,David Bowie,Joy Division
7187,The Stooges,Joy Division
7188,Jeff Buckley,Richard Ashcroft
7189,John Lennon,Richard Ashcroft
7190,The Seeds,The Jesus and Mary Chain
7191,Siouxsie and the Banshees,The Jesus and Mary Chain
7192,Fleetwood Mac,Lisa Loeb
7193,Paul Weller,Richard Ashcroft
7194,Brian Eno,Joy Division
7195,Can,Joy Division
7196,Sonic Youth,CSS
7197,The Adverts,Joy Division
7198,The Velvet Underground,Joy Division
7199,Love and Rockets,Richard Ashcroft
7200,Roxy Music,Joy Division
7201,The Velvet Underground,The Psychedelic Furs
7202,The Kinks,Richard Ashcroft
7203,Swell Maps,The Jesus and Mary Chain
7204,Roxy Music,The Psychedelic Furs
7205,Crowded House,Richard Ashcroft
7206,"Crosby, Stills & Nash",Richard Ashcroft
7207,World Party,Jesus Jones
7208,Echo & the Bunnymen,Richard Ashcroft
7209,The Smiths,Jesus Jones
7210,Iggy Pop,Joy Division
7211,Paul McCartney,Noel Redding
7212,Pink Floyd,Richard Ashcroft
7213,The Beatles,No Use for a Name
7214,Morrissey,Richard Ashcroft
7215,The Beatles,Jesus Jones
7216,Yeah Yeah Yeahs,CSS
7217,XTC,Jesus Jones
7218,Front 242,Jesus Jones
7219,Ned's Atomic Dustbin,CSS
7220,Spiritualized,Richard Ashcroft
7221,The Beatles,Richard Ashcroft
7222,Elton John,Richard Ashcroft
7223,Happy Mondays,Jesus Jones
7224,Faith No More,Jesus Jones
7225,The Housemartins,Jesus Jones
7226,Jawbreaker,No Use for a Name
7227,T. Rex,Sex Pistols
7228,Fishbone,No Doubt
7229,Squeeze,No Doubt
7230,Mott the Hoople,Sex Pistols
7231,Grateful Dead,Meat Puppets
7232,Elton John,Meat Loaf
7233,The Stone Roses,Richard Ashcroft
7234,Big Audio Dynamite,Jesus Jones
7235,Happy Mondays,Richard Ashcroft
7236,Alice Cooper,Sex Pistols
7237,Bad Religion,No Use for a Name
7238,Social Distortion,No Use for a Name
7239,Black Sabbath,Mercyful Fate
7240,Yngwie Malmsteen,Mercyful Fate
7241,Rainbow,Mercyful Fate
7242,The Velvet Underground,Richard Ashcroft
7243,Pentagram,Mercyful Fate
7244,Depeche Mode,CSS
7245,Judas Priest,Mercyful Fate
7246,Primal Scream,Richard Ashcroft
7247,Deep Purple,Mercyful Fate
7248,Iron Maiden,Mercyful Fate
7249,Kiss,Mercyful Fate
7250,Alice Cooper,Mercyful Fate
7251,The Rolling Stones,Richard Ashcroft
7252,The Rolling Stones,The Jesus and Mary Chain
7253,The Velvet Underground,The Jesus and Mary Chain
7254,Ramones,No Use for a Name
7255,Faces,Sex Pistols
7256,Neil Young,Richard Ashcroft
7257,Led Zeppelin,Mercyful Fate
7258,The Rolling Stones,Rossington Collins Band
7259,The Beatles,Rossington Collins Band
7260,The Allman Brothers Band,Rossington Collins Band
7261,MC5,Sex Pistols
7262,Bo Diddley,The Jesus and Mary Chain
7263,The Birthday Party,The Jesus and Mary Chain
7264,The Beach Boys,The Jesus and Mary Chain
7265,T. Rex,The Jesus and Mary Chain
7266,The Velvet Underground,Pinback
7267,Spiritualized,Pinback
7268,The Byrds,Pinback
7269,The Beatles,Journey
7270,Spirit,Journey
7271,Yes,Journey
7272,Grand Funk Railroad,Journey
7273,Ramones,The Jesus and Mary Chain
7274,Suicide,The Jesus and Mary Chain
7275,Sex Pistols,The Jesus and Mary Chain
7276,Joy Division,The Jesus and Mary Chain
7277,The Cure,The Jesus and Mary Chain
7278,The Doors,The Jesus and Mary Chain
7279,The Smiths,Richard Ashcroft
7280,The Stooges,The Jesus and Mary Chain
7281,Queen,Journey
7282,Jefferson Airplane,Journey
7283,Le Tigre,CSS
7284,The Allman Brothers Band,Sammy Kershaw
7285,Jim Croce,Sammy Kershaw
7286,Everything But the Girl,Portishead
7287,Cocteau Twins,Portishead
7288,Dead Can Dance,Portishead
7289,The Verve,Matt Costa
7290,Primal Scream,Portishead
7291,Buddy Holly,Matt Costa
7292,Brian Eno,Portishead
7293,The Guess Who,Journey
7294,Tim Hardin,Matt Costa
7295,Melanie,Lisa Loeb
7296,Eddie Cochran,Johnny Hallyday
7297,Chuck Berry,Sex Pistols
7298,Iron Butterfly,Journey
7299,The Gun Club,The Jesus and Mary Chain
7300,Luscious Jackson,CSS
7301,Bob Dylan,The Jesus and Mary Chain
7302,The Kinks,Sex Pistols
7303,"Emerson, Lake & Palmer",Journey
7304,Bob Dylan,Linda Perhacs
7305,Bad Company,Journey
7306,James Gang,Journey
7307,Chicago,Journey
7308,The Stooges,Sex Pistols
7309,The Modern Lovers,Sex Pistols
7310,The Who,Sex Pistols
7311,Beulah,Pinback
7312,Freddie Mercury,Sarah Brightman
7313,Luna,Pinback
7314,Air Supply,Donna Lewis
7315,Cream,Rossington Collins Band
7316,Low,Pinback
7317,Red Hot Chili Peppers,No Doubt
7318,Robert Fripp,Pinback
7319,Eric Clapton,Rossington Collins Band
7320,Galaxie 500,Pinback
7321,Free,Rossington Collins Band
7322,The Yardbirds,Rossington Collins Band
7323,Eels,Pinback
7324,Beck,CSS
7325,Dr. Feelgood,Sex Pistols
7326,The Who,Rossington Collins Band
7327,ZZ Top,Rossington Collins Band
7328,Dinosaur Jr.,Pinback
7329,Thin Lizzy,Meat Loaf
7330,The Vandals,No Doubt
7331,Paul McCartney,Pilot
7332,Led Zeppelin,Journey
7333,Deep Purple,Journey
7334,Free,Journey
7335,Santana,Journey
7336,Vanilla Fudge,Journey
7337,Montrose,Journey
7338,Brian Eno,Pinback
7339,The Police,Pinback
7340,Van Morrison,Robert Wyatt
7341,Violent Femmes,No Doubt
7342,Cliff Richard,Sarah Brightman
7343,Chris Isaak,Reckless Kelly
7344,Uncle Tupelo,Reckless Kelly
7345,Petula Clark,Sarah Brightman
7346,Soul Coughing,Pinback
7347,Ramones,Sex Pistols
7348,Annie Lennox,Sarah Brightman
7349,The Jayhawks,Reckless Kelly
7350,David Bowie,Sex Pistols
7351,The Beatles,Pilot
7352,311,Methods of Mayhem
7353,Todd Rundgren,R. Stevie Moore
7354,Bruce Springsteen,Meat Loaf
7355,Cher,Meat Loaf
7356,Bow Wow Wow,No Doubt
7357,Bob Dylan,Judy Collins
7358,The Rolling Stones,Rod Stewart
7359,Misfits,Metallica
7360,Stereolab,RÃ¶yksopp
7361,a-ha,RÃ¶yksopp
7362,The Sea and Cake,RÃ¶yksopp
7363,Brian Eno,RÃ¶yksopp
7364,Giorgio Moroder,RÃ¶yksopp
7365,The Flying Burrito Brothers,Rodney Crowell
7366,The Beatles,Rodney Crowell
7367,Jim Croce,Rodney Crowell
7368,Pavement,Sammy
7369,Sonic Youth,Sammy
7370,Sebadoh,Sammy
7371,King Crimson,Polvo
7372,Mission of Burma,Polvo
7373,Minutemen,Polvo
7374,Brian Eno,Polvo
7375,Duran Duran,No Doubt
7376,The Selecter,No Doubt
7377,Iggy Pop,Sex Pistols
7378,Thee Oh Sees,The King Khan & BBQ Show
7379,Electric Light Orchestra,No Doubt
7380,Talking Heads,No Doubt
7381,The Specials,No Doubt
7382,Chuck Berry,Rod Stewart
7383,Cyndi Lauper,No Doubt
7384,Butthole Surfers,The King Khan & BBQ Show
7385,Joe Jackson,No Doubt
7386,Slade,Sex Pistols
7387,The Fugs,Sex Pistols
7388,Sonic Youth,Polvo
7389,Eddie Cochran,Sex Pistols
7390,ABBA,Sarah Brightman
7391,The Velvet Underground,Sex Pistols
7392,Peter Hammill,Sex Pistols
7393,New York Dolls,Sex Pistols
7394,Bob Dylan,Rod Stewart
7395,INXS,No Doubt
7396,The Rolling Stones,Sex Pistols
7397,The Go-Go's,No Doubt
7398,David Bowie,No Doubt
7399,The Deviants,Sex Pistols
7400,Madness,No Doubt
7401,Dio,Ratt
7402,Bad Manners,No Doubt
7403,Rush,Petra
7404,The Doobie Brothers,Petra
7405,Boston,Petra
7406,Captain Beefheart,The Residents
7407,Sex Pistols,The Rezillos
7408,The Kinks,Small Faces
7409,Alice Cooper,The Replacements
7410,Led Zeppelin,Venom
7411,Death,Minor Threat
7412,The Smiths,Arctic Monkeys
7413,Pop Will Eat Itself,Arctic Monkeys
7414,Dead Kennedys,Minor Threat
7415,Elastica,Arctic Monkeys
7416,Blur,Arctic Monkeys
7417,The Strokes,Arctic Monkeys
7418,The Monochrome Set,Arctic Monkeys
7419,Kansas,Petra
7420,The Byrds,Petra
7421,Yes,Petra
7422,Journey,Petra
7423,Chuck Berry,Small Faces
7424,Ramones,The Rezillos
7425,Dinosaur Jr.,The Shins
7426,The Dave Clark Five,Rod Stewart
7427,Billy Idol,No Doubt
7428,The Cars,No Doubt
7429,The Dickies,The King Khan & BBQ Show
7430,Circle Jerks,The King Khan & BBQ Show
7431,Anvil,Metallica
7432,Blondie,No Doubt
7433,Patty Smyth,No Doubt
7434,Dick Dale,Roy Buchanan
7435,Scorpions,Ratt
7436,The Rolling Stones,Ratt
7437,Black Sabbath,Ratt
7438,Aerosmith,Ratt
7439,Small Faces,Rod Stewart
7440,Tim Hardin,Rod Stewart
7441,Ozzy Osbourne,Ratt
7442,The Beatles,Rod Stewart
7443,Rainbow,Ratt
7444,The Cure,The Shins
7445,Echo & the Bunnymen,The Shins
7446,New York Dolls,Ratt
7447,The English Beat,No Doubt
7448,Madonna,No Doubt
7449,Devo,No Doubt
7450,The Beatles,Los Lonely Boys
7451,Judas Priest,Ratt
7452,Led Zeppelin,Ratt
7453,Cheap Trick,Ratt
7454,Iron Maiden,Ratt
7455,Kiss,Ratt
7456,Alice Cooper,Ratt
7457,Joe Satriani,Metallica
7458,Black Sabbath,Metallica
7459,Angel Witch,Metallica
7460,Neil Young,Meat Puppets
7461,Budgie,Metallica
7462,Aerosmith,Metallica
7463,Bob Dylan,Meat Puppets
7464,Big Star,Meat Puppets
7465,Venom,Metallica
7466,The Yardbirds,Rare Earth
7467,Bob Dylan,RubÃ©n Blades
7468,The Everly Brothers,Roger Daltrey
7469,The Allman Brothers Band,Los Lonely Boys
7470,Stevie Ray Vaughan,Los Lonely Boys
7471,Los Lobos,Los Lonely Boys
7472,Van Halen,Ratt
7473,Bad Company,Meat Loaf
7474,Alice Cooper,Meat Loaf
7475,Captain Beefheart,Meat Puppets
7476,The Beatles,Meat Puppets
7477,Hawkwind,Sex Pistols
7478,ZZ Top,Meat Puppets
7479,Ted Nugent,Metallica
7480,Wishbone Ash,Metallica
7481,The Stooges,Meat Puppets
7482,The Kinks,Roger Daltrey
7483,Ramones,Meat Puppets
7484,Sex Pistols,Meat Puppets
7485,New Riders of the Purple Sage,Meat Puppets
7486,Queen,Meat Loaf
7487,Neil Diamond,Meat Loaf
7488,Todd Rundgren,Meat Loaf
7489,Bob Dylan,Jesse Winchester
7490,Roger McGuinn,Judy Collins
7491,Santana,Los Lonely Boys
7492,Jimi Hendrix,Los Lonely Boys
7493,Witchfinder General,Metallica
7494,The Spencer Davis Group,Rare Earth
7495,Cream,Rare Earth
7496,Elvis Presley,Roger Daltrey
7497,Bob Dylan,Santana
7498,Cream,Santana
7499,Fleetwood Mac,Santana
7500,Ritchie Valens,Santana
7501,The Clash,Meat Puppets
7502,UFO,Metallica
7503,Randy Newman,Judy Collins
7504,Queen,Metallica
7505,Adam Ant,No Doubt
7506,Black Flag,Meat Puppets
7507,Cliff Richard,Rod Stewart
7508,Free,Rod Stewart
7509,Operation Ivy,No Doubt
7510,The Police,No Doubt
7511,Johnny Thunders & the Heartbreakers,The King Khan & BBQ Show
7512,The Cramps,The King Khan & BBQ Show
7513,Connie Francis,The Shangri-Las
7514,Lesley Gore,The Shangri-Las
7515,Gene Vincent,The Shangri-Las
7516,Dexys Midnight Runners,No Doubt
7517,The Toasters,No Doubt
7518,Janis Joplin,Meat Loaf
7519,The Beatles,Richie Havens
7520,Creedence Clearwater Revival,Meat Puppets
7521,Del Shannon,Roger Daltrey
7522,Johnny Kidd & the Pirates,Roger Daltrey
7523,The Yardbirds,Roger Daltrey
7524,Buddy Holly,Roger Daltrey
7525,Tracy Chapman,Lisa Loeb
7526,Joan Osborne,CÃ©u
7527,Ani DiFranco,Lisa Loeb
7528,Indigo Girls,Lisa Loeb
7529,Nick Cave,Metallica
7530,Crazy Horse,Meat Puppets
7531,MotÃ¶rhead,Metallica
7532,Jimi Hendrix,Santana
7533,The Flying Burrito Brothers,Meat Puppets
7534,Led Zeppelin,Meat Puppets
7535,Anti-Nowhere League,Metallica
7536,Thin Lizzy,Metallica
7537,AC/DC,Metallica
7538,Frank Zappa,Meat Puppets
7539,The Stooges,Metallica
7540,Bob Dylan,Richie Havens
