year,danceability
1965,0.566
1965,0.141
1965,0.162
1965,0.178
1965,0.256
1966,0.108
1968,0.318
1968,0.468
1969,0.545
1974,0.385
1980,0.271
2015,0.569
1956,0.169
1961,0.298
1962,0.124
1964,0.311
1965,0.481
1965,0.32
1965,0.257
1967,0.343
1967,0.184
1974,0.44
1980,0.141
1962,0.24
1963,0.22
1964,0.187
1965,0.646
1965,0.245
1966,0.181
1966,0.35
1967,0.21
1967,0.571
1968,0.395
1971,0.34
1993,0.165
1994,0.646
1956,0.152
1956,0.378
1958,0.255
1958,0.388
1962,0.266
1962,0.158
1963,0.186
1965,0.568
1965,0.625
1965,0.513
1966,0.247
1966,0.243
1967,0.17
1974,0.535
1977,0.587
1962,0.22
1962,0.263
1963,0.258
1964,0.285
1965,0.459
1965,0.344
1965,0.244
1965,0.492
1966,0.308
1968,0.475
1968,0.289
1968,0.521
1973,0.276
1962,0.115
1963,0.255
1963,0.355
1963,0.433
1965,0.622
1966,0.271
2000,0.453
1963,0.296
1965,0.433
1965,0.247
1965,0.663
1971,0.475
1980,0.62
1993,0.206
2008,0.605
2008,0.406
1925,0.499
1943,0.204
1943,0.484
1943,0.292
1943,0.619
1943,0.684
1943,0.362
1943,0.506
1943,0.251
1943,0.584
1943,0.268
1943,0.31
1943,0.23
1943,0.467
1943,0.301
1943,0.354
1943,0.496
1943,0.555
1944,0.295
1944,0.561
1944,0.197
1944,0.169
1944,0.238
1944,0.489
1944,0.495
1944,0.342
1944,0.242
1944,0.654
1944,0.229
1944,0.339
1944,0.469
1944,0.26
1944,0.112
1944,0.275
1944,0.224
1944,0.638
1944,0.241
1944,0.33
1944,0.172
1944,0.361
1944,0.614
1944,0.337
1944,0.313
1944,0.426
1944,0.367
1944,0.349
1944,0.473
1944,0.23
1944,0.297
1944,0.32
1944,0.271
1945,0.594
1945,0.596
1946,0.255
1946,0.217
1946,0.299
1946,0.347
1946,0.355
1946,0.296
1946,0.283
1946,0.211
1954,0.257
1954,0.48
1954,0.61
1954,0.682
1954,0.465
1954,0.334
1954,0.66
1954,0.669
1954,0.604
1954,0.587
1954,0.504
1954,0.254
1955,0.29
1955,0.502
1955,0.343
1955,0.206
1955,0.25
1955,0.277
1955,0.238
1955,0.494
1955,0.188
1955,0.411
1955,0.234
1955,0.187
1955,0.439
1955,0.138
1955,0.217
1955,0.331
1956,0.577
1956,0.585
1956,0.547
1956,0.62
1957,0.551
1957,0.216
1957,0.518
1957,0.292
1957,0.228
1957,0.262
1957,0.176
1957,0.437
1958,0.574
1958,0.309
1958,0.512
1959,0.586
1959,0.222
1960,0.536
1960,0.576
1960,0.504
1961,0.644
1961,0.565
1962,0.668
1962,0.659
1962,0.395
1962,0.56
1963,0.285
1964,0.622
1964,0.612
1964,0.154
1964,0.171
1965,0.215
1965,0.362
1965,0.39
1966,0.56
1966,0.259
1966,0.437
1968,0.632
1969,0.401
1980,0.408
1939,0.309
1939,0.236
1944,0.3
1944,0.459
1945,0.272
1945,0.205
1945,0.647
1945,0.176
1945,0.18
1945,0.542
1945,0.128
1945,0.18
1945,0.202
1945,0.529
1954,0.61
1954,0.641
1954,0.374
1954,0.33
1956,0.503
1956,0.554
1956,0.573
1956,0.648
1956,0.532
1956,0.475
1956,0.583
1956,0.6
1956,0.54
1957,0.607
1957,0.544
1957,0.186
1957,0.512
1958,0.475
1958,0.545
1959,0.629
1959,0.579
1960,0.586
1960,0.456
1960,0.362
1961,0.612
1961,0.657
1961,0.511
1961,0.662
1962,0.548
1962,0.445
1962,0.468
1962,0.513
1966,0.376
1967,0.3
1969,0.254
1981,0.224
1996,0.481
1939,0.333
1956,0.42
1956,0.385
1957,0.286
1957,0.26
1957,0.233
1957,0.18
1958,0.577
1958,0.254
1958,0.152
1958,0.581
1958,0.535
1958,0.143
1960,0.227
1961,0.657
1961,0.446
1961,0.633
1961,0.616
1961,0.507
1962,0.5
1962,0.334
1962,0.576
1962,0.652
1962,0.469
1962,0.594
1962,0.51
1962,0.398
1962,0.467
1962,0.567
1962,0.565
1962,0.344
1962,0.524
1964,0.677
1964,0.68
1966,0.344
1971,0.302
1973,0.197
1993,0.209
1993,0.264
1996,0.57
1954,0.168
1957,0.23
1957,0.468
1957,0.221
1957,0.602
1957,0.191
1957,0.651
1957,0.409
1958,0.633
1958,0.6
1958,0.53
1958,0.254
1958,0.224
1959,0.642
1959,0.584
1960,0.636
1960,0.52
1960,0.187
1960,0.276
1960,0.574
1961,0.619
1961,0.647
1961,0.576
1962,0.539
1962,0.643
1962,0.567
1962,0.519
1962,0.215
1962,0.151
1962,0.576
1964,0.66
1965,0.623
1966,0.497
1966,0.513
1966,0.599
1966,0.402
1992,0.0958
1996,0.489
2000,0.54
2015,0.67
1954,0.534
1957,0.546
1957,0.252
1957,0.604
1957,0.485
1957,0.473
1957,0.379
1957,0.512
1957,0.352
1957,0.162
1957,0.227
1957,0.263
1957,0.188
1957,0.455
1958,0.208
1958,0.426
1959,0.252
1959,0.603
1959,0.537
1959,0.183
1959,0.418
1960,0.214
1960,0.643
1960,0.44
1960,0.633
1960,0.233
1960,0.139
1960,0.336
1960,0.682
1960,0.335
1960,0.743
1961,0.545
1961,0.516
1961,0.466
1961,0.554
1961,0.544
1961,0.6
1962,0.312
1962,0.323
1962,0.432
1962,0.615
1992,0.549
1994,0.653
1939,0.582
1957,0.14
1957,0.188
1957,0.191
1957,0.147
1957,0.338
1957,0.188
1957,0.418
1958,0.181
1958,0.584
1958,0.576
1959,0.208
1959,0.381
1959,0.521
1959,0.52
1959,0.604
1959,0.218
1959,0.258
1960,0.251
1960,0.316
1960,0.319
1960,0.234
1960,0.177
1960,0.246
1961,0.648
1961,0.572
1961,0.573
1961,0.555
1961,0.467
1962,0.726
1962,0.209
1962,0.222
1962,0.523
1962,0.549
1963,0.532
1964,0.29
1966,0.537
1966,0.472
1966,0.373
1966,0.378
1966,0.506
1966,0.515
1966,0.438
1966,0.567
1966,0.542
1967,0.337
1969,0.412
2008,0.392
2015,0.407
1957,0.273
1957,0.329
1957,0.331
1957,0.151
1957,0.255
1957,0.272
1957,0.314
1957,0.22
1958,0.387
1958,0.147
1958,0.228
1958,0.296
1958,0.179
1958,0.176
1959,0.256
1959,0.394
1959,0.175
1959,0.276
1959,0.14
1959,0.216
1961,0.472
1961,0.293
1961,0.277
1961,0.647
1961,0.463
1961,0.644
1961,0.438
1961,0.364
1961,0.621
1961,0.518
1961,0.202
1961,0.669
1962,0.256
1962,0.669
1962,0.151
1962,0.342
1962,0.223
1962,0.36
1963,0.205
1964,0.607
1964,0.381
1964,0.445
1964,0.277
1966,0.329
1966,0.468
1966,0.366
1966,0.115
1966,0.577
1966,0.267
1966,0.619
1966,0.515
1966,0.682
1968,0.477
1971,0.292
2007,0.171
2008,0.591
1957,0.194
1957,0.313
1958,0.188
1958,0.205
1958,0.121
1958,0.161
1958,0.329
1959,0.212
1959,0.255
1959,0.314
1959,0.233
1959,0.583
1960,0.229
1960,0.321
1961,0.518
1961,0.641
1961,0.624
1961,0.579
1961,0.522
1962,0.603
1962,0.197
1962,0.47
1962,0.696
1962,0.24
1962,0.228
1962,0.239
1963,0.303
1963,0.598
1964,0.449
1964,0.513
1964,0.253
1964,0.565
1965,0.387
1965,0.238
1965,0.162
1966,0.337
1966,0.658
1966,0.522
1966,0.408
1966,0.648
1966,0.43
1969,0.593
1969,0.217
1957,0.258
1957,0.23
1957,0.153
1957,0.296
1957,0.195
1957,0.216
1958,0.211
1958,0.135
1958,0.517
1961,0.641
1961,0.549
1961,0.59
1961,0.518
1961,0.517
1961,0.5
1962,0.554
1962,0.173
1962,0.32
1962,0.218
1963,0.49
1963,0.185
1964,0.566
1964,0.413
1964,0.757
1964,0.574
1965,0.242
1966,0.399
1966,0.186
1966,0.567
1966,0.348
1966,0.255
1966,0.271
1969,0.426
1969,0.245
1969,0.456
1969,0.348
1995,0.53
2015,0.279
1957,0.199
1958,0.392
1958,0.216
1958,0.55
1958,0.151
1961,0.566
1961,0.385
1961,0.422
1962,0.169
1962,0.231
1962,0.195
1962,0.563
1962,0.294
1962,0.287
1962,0.278
1963,0.371
1963,0.235
1964,0.645
1964,0.499
1964,0.225
1964,0.262
1964,0.202
1964,0.224
1964,0.614
1965,0.538
1966,0.444
1966,0.424
1966,0.334
1967,0.327
1967,0.345
1968,0.576
2015,0.589
1973,0.552
1979,0.398
1979,0.706
1979,0.556
1972,0.31
1973,0.33
1979,0.43
1975,0.397
1979,0.521
1972,0.476
1979,0.671
1979,0.655
1979,0.276
1979,0.603
1979,0.342
1979,0.198
1979,0.378
1979,0.449
1970,0.293
1976,0.7
1979,0.316
1979,0.302
1979,0.407
1981,0.593
1986,0.259
1976,0.382
1979,0.426
1970,0.465
1972,0.349
1972,0.473
1979,0.518
1983,0.308
1972,0.403
1979,0.373
1979,0.646
1970,0.667
1972,0.414
1974,0.544
1975,0.498
1976,0.497
1979,0.48
1974,0.484
1969,0.389
1969,0.37
1979,0.486
1974,0.28
1974,0.747
1974,0.56
1975,0.412
1979,0.594
1979,0.604
1973,0.718
1974,0.645
1974,0.547
1969,0.478
1973,0.46
1974,0.369
1974,0.447
1979,0.554
1969,0.439
1969,0.345
1972,0.478
1973,0.388
1974,0.543
1976,0.559
1976,0.287
1979,0.483
1982,0.474
1973,0.647
1979,0.555
1979,0.679
1979,0.547
1969,0.436
1979,0.556
1979,0.762
1979,0.34
1979,0.737
1973,0.354
1979,0.495
1979,0.378
1979,0.609
1981,0.598
1960,0.474
1960,0.506
1960,0.558
1960,0.357
1978,0.588
1960,0.589
1960,0.451
1960,0.302
1960,0.546
1932,0.779
1936,0.788
1984,0.271
1984,0.7
1984,0.601
1994,0.806
1984,0.676
1984,0.54
1984,0.46
1984,0.665
1987,0.777
1991,0.71
1958,0.472
1958,0.314
1961,0.632
1951,0.612
1955,0.27
1958,0.528
1958,0.251
1958,0.404
1951,0.441
1958,0.319
1963,0.493
1951,0.722
1957,0.333
1951,0.489
1955,0.532
1963,0.534
1962,0.699
1955,0.408
1955,0.364
1961,0.617
1937,0.596
1958,0.402
1955,0.46
1955,0.567
1958,0.558
1958,0.504
1958,0.466
1961,0.622
1961,0.654
1961,0.538
1961,0.525
1958,0.345
1974,0.478
1958,0.336
1961,0.469
1955,0.582
1961,0.572
1961,0.455
1961,0.455
1961,0.563
1961,0.438
1961,0.75
1958,0.506
1958,0.643
1958,0.443
1958,0.534
2005,0.388
1958,0.535
1958,0.596
1958,0.609
1979,0.754
1979,0.754
1977,0.621
1977,0.621
1972,0.646
1972,0.646
1984,0.596
1996,0.789
1985,0.662
1994,0.725
1996,0.642
1985,0.803
1989,0.564
1996,0.757
1999,0.813
1989,0.595
1994,0.799
1994,0.696
1994,0.775
1994,0.755
1998,0.659
2006,0.787
1994,0.806
2002,0.649
1996,0.67
1989,0.516
1998,0.772
1985,0.813
1985,0.8
1987,0.658
1989,0.559
1994,0.827
1985,0.705
1996,0.789
1985,0.788
1987,0.618
1994,0.832
1994,0.727
1996,0.723
1988,0.655
1985,0.749
1987,0.784
1988,0.623
1996,0.578
1988,0.695
1994,0.808
1987,0.691
1988,0.779
1988,0.724
1989,0.514
1994,0.613
1998,0.718
1987,0.72
1988,0.624
1996,0.838
2003,0.446
1967,0.606
1979,0.799
2003,0.81
1967,0.522
1967,0.556
1967,0.47
1977,0.593
2003,0.667
1967,0.31
1976,0.482
1967,0.581
1975,0.461
1978,0.82
2003,0.575
1978,0.821
1976,0.596
1967,0.24
1978,0.818
1967,0.627
1975,0.61
2009,0.701
2004,0.278
2009,0.679
2005,0.413
2004,0.454
2004,0.543
1946,0.313
1947,0.315
1947,0.191
1946,0.246
1947,0.562
1947,0.317
1947,0.312
1939,0.191
1942,0.15
1946,0.252
1952,0.308
2012,0.727
1998,0.561
1991,0.693
1991,0.447
1991,0.31
2000,0.595
1991,0.577
1997,0.34
1998,0.161
2000,0.499
1991,0.35
1997,0.241
2003,0.325
1991,0.659
2000,0.432
1997,0.657
1998,0.611
1998,0.571
2000,0.57
1998,0.398
1998,0.671
1966,0.409
1966,0.587
1966,0.617
1965,0.633
1966,0.495
1965,0.622
1965,0.566
1966,0.59
1966,0.436
1966,0.671
1966,0.483
1965,0.505
1966,0.581
1966,0.596
1965,0.37
2008,0.631
1970,0.427
1964,0.265
1967,0.51
1967,0.611
1970,0.399
1961,0.452
1961,0.61
1964,0.366
1964,0.27
1964,0.46
1970,0.507
1971,0.415
1967,0.528
2002,0.49
1962,0.505
1962,0.512
1964,0.422
1967,0.541
1970,0.519
1961,0.462
1971,0.341
1961,0.397
1961,0.451
1961,0.418
1962,0.414
1961,0.54
1967,0.549
1988,0.754
1986,0.668
1992,0.528
1988,0.662
1990,0.744
1985,0.7
1986,0.771
1986,0.689
1985,0.717
1986,0.763
1985,0.651
2006,0.714
1971,0.553
1971,0.755
1971,0.676
1971,0.681
2000,0.555
1969,0.662
1969,0.559
1971,0.743
1974,0.548
1969,0.602
1969,0.498
1969,0.64
1969,0.697
2000,0.689
1971,0.565
1969,0.678
1971,0.64
1969,0.518
1971,0.542
1969,0.648
1971,0.656
1971,0.547
1972,0.697
1972,0.576
1969,0.531
1972,0.571
1999,0.753
1999,0.775
1999,0.727
1986,0.693
2006,0.557
2006,0.613
2006,0.58
2006,0.364
1975,0.388
1991,0.736
1975,0.648
1975,0.578
1991,0.403
1975,0.484
1975,0.81
1975,0.546
1975,0.783
1991,0.628
1975,0.778
1975,0.702
1991,0.799
1973,0.791
1968,0.456
1969,0.597
1969,0.508
1970,0.344
1970,0.694
1968,0.381
1969,0.767
1969,0.453
1969,0.431
1970,0.655
1968,0.392
1968,0.59
1970,0.511
1970,0.745
1970,0.787
2002,0.786
1970,0.606
1973,0.754
1973,0.498
2000,0.75
1970,0.452
1970,0.633
1968,0.532
1970,0.459
1968,0.358
1994,0.608
2004,0.517
2013,0.953
2000,0.607
1950,0.402
1950,0.365
1950,0.51
1950,0.592
1950,0.302
1950,0.56
1998,0.655
1998,0.725
2008,0.489
2008,0.532
1999,0.738
1983,0.61
1983,0.401
1982,0.647
1982,0.585
2009,0.703
2007,0.261
2007,0.449
2007,0.282
2010,0.347
2004,0.444
2001,0.215
2005,0.484
2005,0.207
1982,0.626
2002,0.596
2002,0.517
2002,0.524
2002,0.75
2003,0.239
1997,0.378
2000,0.589
2000,0.495
2000,0.48
2005,0.279
2005,0.327
1997,0.479
2000,0.301
1998,0.48
2000,0.291
2005,0.263
2005,0.315
2003,0.317
1997,0.513
1997,0.503
1989,0.387
1989,0.435
1989,0.493
1989,0.344
1990,0.364
1990,0.489
1993,0.339
1990,0.257
1990,0.212
1991,0.755
1990,0.435
1990,0.43
1991,0.399
1995,0.273
1993,0.324
1999,0.594
1990,0.516
1989,0.616
1989,0.452
1999,0.303
1989,0.479
1990,0.497
1989,0.36
1989,0.374
1990,0.386
1989,0.582
1990,0.666
1990,0.322
1993,0.785
1989,0.459
1989,0.315
1989,0.24
1990,0.412
1985,0.691
1985,0.521
1985,0.845
1987,0.693
1985,0.709
1985,0.48
1989,0.826
1999,0.825
1985,0.46
1985,0.801
1982,0.766
1983,0.744
1982,0.716
1983,0.72
2012,0.408
2014,0.626
2009,0.763
2009,0.467
2012,0.321
2009,0.772
2012,0.672
2012,0.388
2009,0.612
2009,0.412
2009,0.646
2003,0.478
1970,0.304
1973,0.573
1970,0.263
1972,0.356
1974,0.691
1970,0.285
1972,0.571
1973,0.508
1973,0.362
1975,0.655
1970,0.43
1970,0.382
1972,0.541
1972,0.715
1973,0.606
1973,0.408
1975,0.777
1970,0.589
1972,0.639
1972,0.314
1976,0.629
1970,0.646
1970,0.38
1972,0.294
1971,0.689
1971,0.3
1971,0.526
1974,0.634
1971,0.26
1972,0.566
1974,0.747
1974,0.453
1974,0.637
1971,0.498
1970,0.515
1971,0.457
1971,0.372
1971,0.578
1970,0.606
1971,0.537
1973,0.528
1970,0.352
1970,0.47
1971,0.623
1975,0.655
1970,0.356
1970,0.598
1974,0.448
1974,0.495
1974,0.577
1974,0.625
1975,0.59
1996,0.817
2001,0.339
2011,0.472
2014,0.691
2014,0.498
2008,0.783
1994,0.69
1999,0.733
1999,0.576
2011,0.453
1997,0.643
1994,0.8
1994,0.664
1999,0.885
1994,0.783
1994,0.568
1975,0.494
1977,0.503
1975,0.463
1972,0.533
1975,0.279
1978,0.729
1972,0.366
1973,0.573
1966,0.717
1968,0.446
1968,0.427
1966,0.575
1966,0.631
1968,0.465
1966,0.44
1968,0.64
1966,0.525
1968,0.527
1969,0.376
1966,0.512
1967,0.558
1967,0.564
1966,0.494
1968,0.499
1969,0.514
1967,0.473
1969,0.277
1968,0.444
1968,0.43
1968,0.502
1968,0.48
1971,0.526
1969,0.547
1969,0.598
1969,0.273
1969,0.522
1967,0.189
1973,0.768
1967,0.607
1969,0.569
1980,0.633
1967,0.356
1967,0.445
1969,0.619
1979,0.6
1969,0.696
1974,0.472
1969,0.325
1973,0.612
1974,0.658
1969,0.529
2003,0.628
1996,0.665
1989,0.32
1989,0.249
1989,0.23
1988,0.407
1989,0.271
1989,0.279
1989,0.447
1989,0.312
1988,0.285
1989,0.239
1989,0.33
1989,0.276
1988,0.448
2018,0.359
2016,0.38
1986,0.244
1986,0.45
1986,0.412
1979,0.756
1979,0.699
1979,0.607
1981,0.671
1979,0.589
1979,0.621
1979,0.49
1981,0.633
1979,0.75
1979,0.765
1982,0.414
1979,0.533
1979,0.586
1982,0.771
1979,0.664
1981,0.674
1979,0.832
2001,0.909
2007,0.477
2007,0.635
1998,0.609
1995,0.448
1998,0.561
1995,0.544
1995,0.486
1995,0.511
1995,0.634
1998,0.559
2007,0.59
1998,0.443
1995,0.553
1998,0.564
2007,0.473
1998,0.581
1981,0.71
1977,0.601
1981,0.647
1992,0.768
1993,0.786
1993,0.742
2006,0.5
1998,0.576
2013,0.416
1999,0.535
2001,0.59
1999,0.541
1999,0.464
2003,0.48
1998,0.555
1999,0.321
2007,0.581
2010,0.385
1999,0.522
2007,0.374
2003,0.679
2005,0.273
2013,0.525
1999,0.534
2003,0.57
2003,0.548
1996,0.636
2012,0.535
2005,0.481
2001,0.594
2007,0.627
2007,0.578
1977,0.8
1961,0.486
1961,0.582
2000,0.752
1969,0.271
1987,0.11
1990,0.39
1990,0.531
1990,0.308
2006,0.479
1989,0.128
1990,0.402
1990,0.189
1978,0.367
1987,0.204
1985,0.532
1979,0.283
1979,0.327
1979,0.667
1979,0.859
1979,0.372
1979,0.646
1979,0.537
1979,0.811
1979,0.583
1979,0.688
1979,0.546
1979,0.428
1979,0.651
1979,0.348
1982,0.702
1979,0.523
2004,0.708
1975,0.588
1988,0.754
1975,0.496
1977,0.654
1997,0.737
1975,0.544
1975,0.7
1975,0.74
1988,0.613
1975,0.696
1975,0.716
1997,0.65
1977,0.463
1977,0.67
1977,0.898
2000,0.0748
2000,0.479
1972,0.243
1976,0.427
1972,0.413
1976,0.511
1976,0.254
2016,0.615
2004,0.37
2011,0.683
2004,0.443
2003,0.423
2011,0.63
2004,0.545
2004,0.423
2015,0.526
2003,0.281
2004,0.281
2011,0.486
2008,0.439
2013,0.547
1995,0.612
1981,0.602
1996,0.811
1977,0.518
1961,0.649
1965,0.612
1961,0.709
1961,0.655
1994,0.391
1961,0.479
1961,0.625
1950,0.313
1987,0.464
1961,0.585
1962,0.748
1962,0.601
1967,0.51
1995,0.453
1962,0.407
1962,0.638
1962,0.521
1962,0.655
1977,0.704
1962,0.553
1967,0.609
1962,0.422
1962,0.29
1962,0.691
1962,0.632
1962,0.455
1962,0.291
1967,0.456
1971,0.389
1974,0.503
1974,0.658
1967,0.493
1971,0.434
1971,0.545
1974,0.34
1971,0.541
1967,0.399
1967,0.501
1971,0.591
1974,0.468
1974,0.337
1974,0.336
1974,0.558
1974,0.372
1971,0.523
1977,0.559
1974,0.77
2013,0.271
1951,0.29
1952,0.354
1952,0.384
1952,0.217
1952,0.456
1952,0.449
1952,0.175
1952,0.506
1952,0.307
1952,0.23
1952,0.495
1954,0.515
1951,0.602
1951,0.135
1951,0.415
1951,0.396
1951,0.135
1951,0.638
1952,0.276
1952,0.264
1951,0.25
1952,0.16
1952,0.586
1951,0.312
1954,0.261
1954,0.62
1954,0.55
1954,0.134
1954,0.124
1954,0.107
1987,0.565
1975,0.533
1966,0.591
1972,0.315
1972,0.602
1972,0.467
1972,0.494
1966,0.487
1966,0.396
1975,0.7
1978,0.604
1978,0.633
1978,0.524
1960,0.779
1958,0.538
1958,0.564
1958,0.408
1958,0.617
1958,0.516
1958,0.533
1958,0.439
1960,0.542
1990,0.565
1968,0.601
1968,0.491
1968,0.591
1968,0.533
2001,0.536
2009,0.561
1968,0.539
1996,0.595
1968,0.709
2012,0.564
1978,0.387
1978,0.166
1981,0.385
1978,0.272
1985,0.497
2008,0.433
1978,0.399
2001,0.442
1970,0.288
1972,0.391
1972,0.414
1974,0.424
1974,0.278
1974,0.247
1976,0.319
1977,0.383
1980,0.453
1980,0.33
1980,0.381
1982,0.629
1982,0.412
1972,0.344
1973,0.46
1973,0.32
1974,0.186
1974,0.211
1974,0.386
1976,0.175
1976,0.462
1980,0.369
1980,0.443
1980,0.269
1980,0.496
1971,0.41
1973,0.41
1974,0.425
1976,0.37
1976,0.432
1977,0.358
1977,0.438
1978,0.274
1980,0.298
1981,0.58
1982,0.319
1970,0.31
1974,0.199
1976,0.38
1980,0.607
1981,0.782
1982,0.552
1982,0.329
1970,0.218
1970,0.183
1973,0.295
1973,0.503
1977,0.263
1977,0.442
1978,0.396
1982,0.547
1982,0.466
1982,0.574
1970,0.237
1971,0.273
1971,0.487
1976,0.129
1976,0.277
1976,0.255
1977,0.351
1977,0.292
1978,0.513
1978,0.245
1982,0.353
1991,0.543
1969,0.418
1971,0.307
1976,0.161
1977,0.244
1977,0.293
1978,0.288
1982,0.53
1971,0.656
1971,0.509
1971,0.278
1973,0.321
1977,0.49
1977,0.312
1977,0.354
1978,0.636
1980,0.473
1991,0.45
2004,0.377
1973,0.384
1969,0.547
1978,0.534
1980,0.546
1983,0.697
1986,0.659
1986,0.63
1991,0.914
1980,0.645
1981,0.702
1983,0.565
1986,0.669
1973,0.267
1974,0.255
1974,0.379
1981,0.691
1981,0.696
1983,0.604
1986,0.47
1986,0.571
1991,0.465
1983,0.733
1991,0.561
1973,0.49
1973,0.294
1974,0.185
1976,0.276
1976,0.468
1983,0.58
1983,0.473
1986,0.688
1986,0.685
1999,0.699
1972,0.344
1972,0.382
1976,0.279
1976,0.362
1976,0.662
1980,0.324
1983,0.593
1983,0.626
1986,0.633
1986,0.623
1991,0.658
1974,0.36
1974,0.398
1974,0.446
1976,0.295
1978,0.3
1980,0.531
1983,0.61
1986,0.388
1971,0.264
1973,0.414
1974,0.315
1974,0.425
1976,0.255
1978,0.198
1981,0.688
1986,0.592
1991,0.941
1999,0.506
1973,0.301
1974,0.376
1974,0.6
1974,0.277
1978,0.299
1978,0.337
1981,0.586
1983,0.503
1986,0.599
1986,0.495
1970,0.265
1972,0.451
1973,0.439
1974,0.33
1974,0.351
1974,0.386
1974,0.515
1978,0.278
1981,0.567
1981,0.438
1970,0.337
1971,0.32
1970,0.285
1970,0.267
1971,0.48
1970,0.406
1975,0.489
1970,0.739
1974,0.49
1970,0.369
1976,0.52
1976,0.597
1981,0.792
1980,0.423
1981,0.663
1995,0.806
1976,0.797
1980,0.797
1980,0.609
1981,0.386
1968,0.727
1968,0.571
1968,0.676
1971,0.405
1985,0.72
1968,0.491
1968,0.327
1969,0.369
1985,0.723
1980,0.847
1980,0.744
2011,0.467
1978,0.726
1980,0.817
1976,0.682
1981,0.85
1985,0.553
1981,0.627
1981,0.77
1980,0.835
1983,0.547
1936,0.578
1980,0.798
1968,0.713
1976,0.625
1976,0.653
1976,0.639
1983,0.673
1985,0.514
1995,0.867
1979,0.64
1968,0.694
1968,0.694
1976,0.615
1977,0.549
1985,0.429
1976,0.68
1981,0.646
1968,0.556
1999,0.506
1990,0.624
1990,0.458
1990,0.519
1990,0.666
1982,0.883
1982,0.849
1993,0.843
1982,0.858
1982,0.786
1982,0.899
1993,0.845
1996,0.892
1998,0.629
2000,0.895
1979,0.651
1979,0.787
1979,0.552
1982,0.529
1982,0.609
1974,0.419
1977,0.753
1978,0.776
1992,0.629
1983,0.485
1982,0.824
1983,0.814
1979,0.605
1979,0.752
1974,0.68
2018,0.614
2018,0.642
2015,0.609
2015,0.717
2018,0.672
2015,0.629
2015,0.539
1973,0.531
1973,0.611
1976,0.631
1979,0.711
1981,0.448
1982,0.67
1987,0.641
2002,0.626
1973,0.485
1974,0.488
1975,0.431
1979,0.602
1979,0.677
1982,0.587
1987,0.665
2009,0.349
1973,0.628
1982,0.625
1987,0.667
1973,0.814
1974,0.626
1973,0.455
1973,0.39
1979,0.652
1987,0.638
1973,0.368
